,YEAR_DATE,CARRIER,ORIGIN,ORIGINSTATE,DEST,DEST_STATE_ABR,DEPDELAY,TAXI_OUT,TAXI_IN,ARRDELAY,AIR_TIME,DISTANCE
4483904,2015,WN,LAS,NV,OMA,NE,2.0,21.0,4.0,-3.0,125.0,1099.0
2528370,1996,WN,BOI,ID,RNO,NV,60.0,8.0,3.0,55.0,49.0,335.0
340680,2004,FL,DFW,TX,ATL,GA,-1.0,12.0,6.0,-3.0,103.0,732.0
3539185,2014,OO,SFO,CA,LAS,NV,6.0,53.0,7.0,37.0,65.0,414.0
2994832,1995,UA,ATL,GA,IAD,VA,-1.0,14.0,4.0,4.0,87.0,533.0
1806253,2008,DL,SLC,UT,IAD,VA,29.0,22.0,5.0,15.0,208.0,1827.0
2958200,2013,US,MKE,WI,PHX,AZ,-8.0,12.0,4.0,-38.0,186.0,1460.0
3341314,2004,XE,IAD,VA,IAH,TX,-2.0,8.0,5.0,-38.0,152.0,1190.0
538284,2005,WN,ONT,CA,SJC,CA,0.0,18.0,3.0,13.0,57.0,334.0
3656824,2003,MQ,BUF,NY,ORD,IL,5.0,12.0,6.0,3.0,82.0,473.0
3363507,2013,OO,FSD,SD,MSP,MN,9.0,16.0,6.0,0.0,40.0,196.0
680629,2006,AS,SFO,CA,SEA,WA,-10.0,13.0,7.0,-27.0,90.0,679.0
4356595,2009,DL,SAV,GA,ATL,GA,-5.0,28.0,17.0,-2.0,41.0,215.0
4423299,2008,MQ,DSM,IA,ORD,IL,-7.0,8.0,4.0,-9.0,61.0,299.0
3819986,2004,AA,BOS,MA,ORD,IL,-7.0,25.0,7.0,5.0,154.0,867.0
3502323,2012,EV,IAH,TX,LCH,LA,-1.0,17.0,3.0,-4.0,28.0,127.0
165498,2014,WN,SNA,CA,SFO,CA,20.0,21.0,4.0,19.0,59.0,372.0
4533929,2008,EV,GSO,NC,ATL,GA,9.0,20.0,9.0,-9.0,52.0,306.0
2284317,2009,WN,PHL,PA,MCO,FL,-5.0,18.0,4.0,-43.0,120.0,861.0
4632687,2001,US,PHL,PA,MSP,MN,-8.0,32.0,3.0,3.0,157.0,980.0
3218775,1996,UA,SFO,CA,SAN,CA,-1.0,11.0,2.0,-7.0,66.0,447.0
2257242,2016,EV,IAH,TX,MEM,TN,3.0,13.0,6.0,-7.0,74.0,468.0
3093137,1999,HP,ORD,IL,PHX,AZ,33.0,34.0,5.0,62.0,206.0,1440.0
3769093,2014,AA,DFW,TX,ORD,IL,-1.0,16.0,7.0,-4.0,104.0,802.0
2636388,2003,DL,ATL,GA,EWR,NJ,1.0,21.0,10.0,1.0,95.0,745.0
4567660,2003,DL,SDF,KY,CVG,KY,-3.0,9.0,7.0,-6.0,24.0,83.0
4968421,2004,FL,FLL,FL,GPT,MS,-2.0,19.0,4.0,9.0,101.0,620.0
1187142,2005,AA,ORD,IL,LAX,CA,-3.0,10.0,4.0,-26.0,224.0,1745.0
1062417,2008,9E,TYS,TN,MSP,MN,-6.0,15.0,5.0,-27.0,117.0,792.0
562103,1997,NW,BOS,MA,DTW,MI,-2.0,13.0,15.0,1.0,109.0,632.0
643020,2006,OO,YUM,AZ,LAX,CA,12.0,9.0,3.0,1.0,49.0,237.0
3209324,2008,MQ,LAX,CA,SAN,CA,-5.0,14.0,6.0,-10.0,30.0,109.0
1613466,2012,AA,MIA,FL,ATL,GA,-4.0,18.0,11.0,-15.0,80.0,594.0
514849,2002,MQ,XNA,AR,DFW,TX,-5.0,12.0,6.0,-4.0,52.0,281.0
2091290,2003,OO,DEN,CO,BNA,TN,22.0,20.0,4.0,14.0,121.0,1013.0
1920906,2004,CO,CLE,OH,EWR,NJ,-9.0,24.0,5.0,0.0,60.0,404.0
4315216,2007,OH (1),JFK,NY,PIT,PA,-10.0,47.0,9.0,-13.0,66.0,340.0
1748155,2012,DL,IAD,VA,ATL,GA,6.0,13.0,21.0,12.0,80.0,534.0
3674440,2015,AA,DFW,TX,MKE,WI,24.0,11.0,3.0,-1.0,110.0,853.0
3349176,1996,CO,EWR,NJ,MIA,FL,-1.0,43.0,7.0,13.0,135.0,1086.0
2561240,2014,FL,ATL,GA,LAS,NV,10.0,10.0,6.0,8.0,272.0,1747.0
3596709,2015,OO,ORD,IL,FSD,SD,-8.0,29.0,3.0,4.0,77.0,462.0
1909523,2013,HA,KOA,HI,HNL,HI,6.0,9.0,8.0,7.0,28.0,163.0
1096941,2006,WN,MDW,IL,CLE,OH,58.0,9.0,4.0,79.0,83.0,307.0
4510623,2009,B6,BOS,MA,TPA,FL,-7.0,13.0,5.0,-27.0,164.0,1185.0
984034,2005,WN,AUS,TX,DAL,TX,25.0,6.0,4.0,25.0,40.0,189.0
3310170,2012,US,MIA,FL,PHL,PA,-7.0,14.0,2.0,-19.0,142.0,1013.0
4522851,1996,WN,AUS,TX,HOU,TX,0.0,7.0,4.0,-7.0,27.0,152.0
1602455,2005,CO,SNA,CA,IAH,TX,-7.0,19.0,13.0,0.0,161.0,1347.0
3762097,2007,OH (1),IAH,TX,CVG,KY,-3.0,17.0,2.0,-6.0,129.0,871.0
4853527,2015,WN,STL,MO,DEN,CO,-2.0,7.0,5.0,-13.0,112.0,770.0
1077720,1997,AS,OAK,CA,SNA,CA,92.0,17.0,3.0,92.0,60.0,371.0
2371824,2005,OO,SBA,CA,DEN,CO,-7.0,8.0,11.0,-7.0,120.0,916.0
413083,2002,CO,SAN,CA,EWR,NJ,0.0,16.0,7.0,1.0,309.0,2425.0
2404645,1996,AS,PDX,OR,BUR,CA,7.0,10.0,2.0,5.0,109.0,817.0
4093635,1998,US,PIT,PA,ROA,VA,5.0,11.0,4.0,5.0,40.0,219.0
4116262,2016,AA,ORD,IL,DTW,MI,0.0,17.0,12.0,19.0,64.0,235.0
112397,1998,TW,STL,MO,SNA,CA,12.0,16.0,3.0,-6.0,205.0,1570.0
4726060,1997,DL,GSP,SC,ATL,GA,12.0,12.0,7.0,46.0,65.0,153.0
2398083,1996,UA,SFO,CA,DEN,CO,41.0,13.0,5.0,36.0,118.0,967.0
4063176,2001,DL,DFW,TX,BOS,MA,-2.0,34.0,4.0,8.0,190.0,1562.0
1985089,2003,AA,STL,MO,DFW,TX,-5.0,33.0,8.0,23.0,100.0,551.0
2958419,2013,FL,SJU,PR,FLL,FL,-8.0,10.0,4.0,-5.0,154.0,1046.0
2405069,2000,WN,SAN,CA,OAK,CA,90.0,7.0,3.0,81.0,66.0,446.0
543732,2008,AA,SNA,CA,DFW,TX,53.0,19.0,7.0,62.0,143.0,1205.0
2409706,1995,UA,ORD,IL,BDL,CT,21.0,20.0,4.0,16.0,91.0,783.0
1893406,2002,NW,MSP,MN,LGA,NY,-4.0,23.0,8.0,5.0,143.0,1020.0
2482403,2015,UA,MCO,FL,IAH,TX,-3.0,11.0,9.0,1.0,143.0,854.0
991902,2014,OO,PDX,OR,LAX,CA,-4.0,12.0,12.0,2.0,121.0,834.0
1148097,2010,AA,DFW,TX,ORD,IL,1.0,15.0,7.0,-7.0,105.0,802.0
182527,2015,AA,LAX,CA,AUS,TX,-5.0,14.0,6.0,-13.0,149.0,1242.0
1536499,2011,WN,DEN,CO,SFO,CA,43.0,19.0,7.0,50.0,151.0,967.0
2972747,2014,B6,BUF,NY,JFK,NY,-17.0,9.0,13.0,-9.0,65.0,301.0
755677,2012,B6,IAD,VA,LGB,CA,-5.0,17.0,3.0,-26.0,289.0,2277.0
804097,2003,US,CLT,NC,ORD,IL,3.0,22.0,6.0,-6.0,90.0,599.0
3634770,2007,US,PHL,PA,BOS,MA,0.0,10.0,9.0,-23.0,48.0,280.0
272671,2012,MQ,CVG,KY,ORD,IL,-4.0,16.0,4.0,-21.0,48.0,265.0
790852,2004,US,MCO,FL,CLT,NC,34.0,14.0,5.0,35.0,74.0,468.0
2277668,2000,NW,DTW,MI,DCA,VA,-4.0,27.0,6.0,-11.0,58.0,405.0
3980748,1996,NW,FAR,ND,MSP,MN,-2.0,5.0,10.0,-4.0,38.0,223.0
2595465,2005,OO,LAN,MI,ORD,IL,-18.0,7.0,3.0,-41.0,39.0,179.0
2114984,2013,B6,BOS,MA,PBI,FL,69.0,18.0,1.0,81.0,189.0,1197.0
1919148,2004,OO,COS,CO,SLC,UT,0.0,12.0,5.0,-7.0,67.0,410.0
2884037,2015,OO,SLC,UT,SFO,CA,-7.0,16.0,5.0,-21.0,92.0,599.0
1525225,1999,US,PIT,PA,AVP,PA,-1.0,7.0,3.0,-1.0,46.0,243.0
3154224,2008,WN,PVD,RI,MCO,FL,17.0,7.0,7.0,-3.0,141.0,1073.0
2348169,2006,OO,DEN,CO,FAR,ND,-6.0,9.0,3.0,-9.0,88.0,627.0
1489552,2004,HP,PHX,AZ,LAS,NV,30.0,6.0,4.0,18.0,40.0,256.0
1761423,2014,AA,DFW,TX,HSV,AL,155.0,9.0,6.0,153.0,78.0,603.0
2295462,2002,WN,BWI,MD,CLE,OH,0.0,8.0,4.0,-1.0,57.0,314.0
500388,2000,DL,ATL,GA,CLT,NC,11.0,14.0,4.0,6.0,37.0,227.0
387753,2010,WN,MDW,IL,OAK,CA,18.0,7.0,4.0,20.0,281.0,1844.0
790325,2008,OH (1),JFK,NY,CLE,OH,-9.0,92.0,6.0,26.0,67.0,425.0
1547083,2001,TW,BWI,MD,STL,MO,-5.0,24.0,7.0,7.0,125.0,737.0
4475475,2001,WN,SAT,TX,LAS,NV,0.0,5.0,4.0,4.0,150.0,1069.0
1167175,2004,DL,SLC,UT,IAH,TX,-6.0,20.0,4.0,5.0,163.0,1195.0
732914,1998,DL,SAN,CA,SLC,UT,-3.0,16.0,4.0,0.0,98.0,626.0
2702135,1995,UA,LIT,AR,DEN,CO,10.0,8.0,2.0,-4.0,115.0,770.0
1949845,1998,US,PIT,PA,DTW,MI,45.0,7.0,4.0,35.0,37.0,201.0
3955464,2012,AA,DFW,TX,SAT,TX,23.0,19.0,7.0,31.0,47.0,247.0
3099006,1996,US,PIT,PA,CLT,NC,0.0,19.0,7.0,2.0,56.0,366.0
2679805,1998,AA,MIA,FL,DFW,TX,-1.0,13.0,9.0,-15.0,162.0,1121.0
4355325,1998,WN,STL,MO,MCI,MO,3.0,10.0,10.0,0.0,37.0,237.0
4671847,2015,MQ,ORD,IL,DSM,IA,10.0,17.0,5.0,5.0,49.0,299.0
1124124,2016,AA,DFW,TX,LAS,NV,-6.0,15.0,7.0,-9.0,149.0,1055.0
949982,2010,US,PHX,AZ,MSP,MN,-3.0,19.0,11.0,29.0,183.0,1276.0
242463,1999,DL,SLC,UT,ATL,GA,0.0,15.0,9.0,-11.0,188.0,1589.0
3722346,2004,OH (1),FWA,IN,ATL,GA,40.0,13.0,12.0,47.0,85.0,508.0
2766816,2007,AA,BDL,CT,DFW,TX,-5.0,12.0,11.0,-8.0,199.0,1471.0
3171764,2000,UA,DEN,CO,LAX,CA,19.0,10.0,6.0,18.0,119.0,862.0
1917393,2002,DL,CVG,KY,LAS,NV,-5.0,17.0,7.0,-16.0,230.0,1678.0
498431,2007,MQ,RDU,NC,DCA,VA,3.0,13.0,4.0,1.0,41.0,227.0
1413439,1996,UA,DEN,CO,BOS,MA,-2.0,10.0,9.0,1.0,208.0,1754.0
4866276,2001,MQ,SBA,CA,LAX,CA,0.0,5.0,8.0,-9.0,30.0,89.0
4868720,2011,FL,ATL,GA,RSW,FL,-7.0,9.0,4.0,-19.0,72.0,515.0
4717402,2006,AS,MIA,FL,SEA,WA,-1.0,18.0,5.0,15.0,391.0,2724.0
2868485,1996,DL,CVG,KY,PHX,AZ,47.0,17.0,3.0,35.0,213.0,1569.0
4361024,2012,AA,MIA,FL,BDL,CT,3.0,18.0,8.0,5.0,151.0,1194.0
1541134,1996,US,PHL,PA,ORD,IL,18.0,11.0,5.0,4.0,101.0,678.0
2815215,1998,WN,DAL,TX,LBB,TX,0.0,8.0,4.0,0.0,43.0,293.0
4661497,1998,UA,LAS,NV,DEN,CO,-1.0,13.0,4.0,-10.0,78.0,629.0
3849243,2010,CO,SAT,TX,IAH,TX,10.0,13.0,5.0,4.0,34.0,191.0
3885100,1996,WN,LAS,NV,PHX,AZ,16.0,10.0,4.0,15.0,40.0,256.0
2275359,2009,AA,DFW,TX,MEM,TN,-2.0,21.0,6.0,-2.0,58.0,432.0
410319,2007,AA,ORD,IL,DTW,MI,134.0,15.0,7.0,136.0,45.0,235.0
2097734,2016,AA,LAX,CA,MIA,FL,-8.0,15.0,9.0,4.0,274.0,2342.0
2492256,2012,OO,SFO,CA,OTH,OR,-8.0,14.0,3.0,-15.0,92.0,412.0
2652553,2005,MQ,ORD,IL,CVG,KY,-1.0,35.0,3.0,14.0,50.0,264.0
2490504,2005,DL,ORF,VA,ATL,GA,1.0,15.0,8.0,1.0,83.0,516.0
364,2014,OO,PSP,CA,SFO,CA,-7.0,14.0,7.0,-13.0,72.0,421.0
3123208,2005,DL,LAX,CA,HNL,HI,-5.0,13.0,6.0,22.0,347.0,2556.0
3187632,1997,CO,MFE,TX,IAH,TX,1.0,8.0,6.0,3.0,53.0,316.0
1085061,2012,AS,JNU,AK,YAK,AK,-13.0,10.0,3.0,-21.0,34.0,198.0
1364161,2011,OO,DEN,CO,RDM,OR,-1.0,11.0,3.0,-9.0,130.0,898.0
4393205,2013,US,LAX,CA,PHL,PA,-2.0,16.0,8.0,1.0,284.0,2402.0
4878504,1999,UA,DEN,CO,SEA,WA,20.0,8.0,4.0,33.0,166.0,1024.0
1706442,2009,XE,IAH,TX,XNA,AR,-8.0,26.0,8.0,1.0,64.0,438.0
402197,2016,WN,EWR,NJ,LAS,NV,58.0,23.0,5.0,66.0,305.0,2227.0
160104,2010,XE,BHM,AL,IAH,TX,0.0,7.0,10.0,-10.0,86.0,562.0
1077546,2014,WN,DAL,TX,LBB,TX,5.0,8.0,3.0,2.0,46.0,293.0
597209,1996,WN,OKC,OK,DAL,TX,0.0,7.0,5.0,0.0,33.0,181.0
3449980,2014,WN,EWR,NJ,DEN,CO,31.0,20.0,7.0,6.0,208.0,1605.0
984411,2011,UA,PDX,OR,SFO,CA,-8.0,12.0,3.0,-10.0,89.0,550.0
4194987,2010,WN,HOU,TX,CRP,TX,-5.0,6.0,3.0,-9.0,37.0,187.0
2946029,2007,WN,LAS,NV,OAK,CA,19.0,19.0,32.0,45.0,65.0,407.0
1432271,2013,WN,DAL,TX,MSY,LA,8.0,9.0,3.0,8.0,63.0,436.0
352705,2007,B6,BOS,MA,JFK,NY,112.0,10.0,8.0,107.0,55.0,187.0
368212,2000,WN,PHX,AZ,LAX,CA,13.0,16.0,8.0,25.0,68.0,370.0
4166529,2010,YV,SRQ,FL,CLT,NC,-10.0,5.0,12.0,-13.0,87.0,547.0
491957,2009,US,IAH,TX,CLT,NC,-11.0,14.0,5.0,-10.0,118.0,913.0
1561751,2016,UA,SMF,CA,IAH,TX,-1.0,11.0,7.0,-20.0,186.0,1609.0
3908566,1997,US,LGA,NY,FLL,FL,3.0,17.0,3.0,-10.0,146.0,1076.0
432891,2012,EV,ORD,IL,RAP,SD,11.0,16.0,4.0,9.0,115.0,779.0
2627128,2004,MQ,GRR,MI,DFW,TX,-5.0,12.0,18.0,-4.0,127.0,931.0
4375276,2004,NW,DTW,MI,BOS,MA,-3.0,14.0,6.0,-1.0,87.0,632.0
1259733,2011,XE,VPS,FL,IAH,TX,-10.0,14.0,9.0,-5.0,84.0,528.0
517212,2008,FL,LGA,NY,MKE,WI,-7.0,16.0,8.0,-7.0,111.0,738.0
1756035,2010,OO,DEN,CO,RAP,SD,1.0,13.0,3.0,1.0,49.0,300.0
3798146,2000,DL,ATL,GA,CVG,KY,2.0,12.0,6.0,-9.0,55.0,373.0
2580967,2003,HP,MCI,MO,PHX,AZ,-3.0,9.0,4.0,14.0,181.0,1044.0
2379595,1998,DL,TLH,FL,ATL,GA,7.0,7.0,8.0,-2.0,39.0,223.0
3711807,2005,NW,MSP,MN,LGA,NY,0.0,17.0,7.0,15.0,147.0,1020.0
3039215,2001,NW,DTW,MI,DCA,VA,0.0,14.0,6.0,-25.0,56.0,405.0
1541258,2000,AA,ORD,IL,DFW,TX,13.0,15.0,20.0,1.0,103.0,802.0
4312179,1998,DL,CVG,KY,BWI,MD,2.0,26.0,4.0,8.0,61.0,430.0
2716613,1996,US,BGM,NY,PIT,PA,0.0,6.0,6.0,-6.0,42.0,251.0
1418879,1995,DL,DFW,TX,SAN,CA,1.0,13.0,3.0,2.0,150.0,1171.0
2243357,2009,XE,IAH,TX,COS,CO,7.0,11.0,7.0,2.0,120.0,809.0
2864941,1998,WN,PVD,RI,BWI,MD,10.0,5.0,3.0,13.0,65.0,328.0
3200090,2016,OO,PHX,AZ,YUM,AZ,29.0,24.0,3.0,33.0,31.0,160.0
3084184,2007,UA,SFO,CA,IAD,VA,-1.0,33.0,5.0,-4.0,270.0,2419.0
2460557,1998,AA,PDX,OR,ORD,IL,-3.0,15.0,4.0,-13.0,210.0,1739.0
2091759,1996,US,DCA,VA,PWM,ME,-3.0,12.0,3.0,-8.0,65.0,482.0
3561345,2002,DL,ATL,GA,PWM,ME,0.0,15.0,4.0,-20.0,108.0,1027.0
2141001,2015,WN,MCI,MO,BNA,TN,28.0,12.0,4.0,24.0,65.0,491.0
3463923,1995,US,PIT,PA,LAX,CA,4.0,13.0,9.0,13.0,309.0,2136.0
3465375,2016,AA,PHX,AZ,LAX,CA,-4.0,14.0,4.0,-11.0,59.0,370.0
4842264,2005,NW,DTW,MI,IND,IN,-2.0,24.0,13.0,3.0,41.0,231.0
1147614,2006,NW,VPS,FL,MEM,TN,2.0,11.0,8.0,7.0,72.0,373.0
4749790,2014,WN,LAS,NV,LBB,TX,6.0,9.0,2.0,-4.0,94.0,775.0
685307,2004,UA,IAD,VA,FLL,FL,-5.0,18.0,6.0,-6.0,133.0,901.0
4979827,2007,MQ,FNT,MI,ORD,IL,-2.0,14.0,6.0,4.0,46.0,223.0
2351886,1999,UA,DEN,CO,ORD,IL,2.0,17.0,8.0,-2.0,105.0,888.0
1871532,2016,WN,RNO,NV,LAX,CA,-5.0,8.0,8.0,-12.0,62.0,391.0
3121522,2015,OO,MKE,WI,SEA,WA,82.0,9.0,9.0,77.0,247.0,1694.0
4908367,1997,DL,MSP,MN,ATL,GA,2.0,26.0,6.0,2.0,120.0,906.0
3551696,2015,AA,AUS,TX,LAX,CA,-3.0,15.0,7.0,-34.0,150.0,1242.0
2546475,2008,MQ,TOL,OH,ORD,IL,-5.0,9.0,47.0,23.0,47.0,214.0
3388061,2008,OH (1),AUS,TX,CVG,KY,-1.0,8.0,15.0,16.0,143.0,958.0
3905168,2009,WN,SAN,CA,SJC,CA,-1.0,11.0,3.0,-3.0,59.0,418.0
3002270,2011,FL,ATL,GA,MSP,MN,-3.0,16.0,3.0,-10.0,125.0,907.0
4064971,2006,WN,BWI,MD,SDF,KY,20.0,10.0,3.0,8.0,80.0,495.0
1699736,2002,MQ,LAX,CA,SBA,CA,37.0,8.0,5.0,31.0,21.0,89.0
3264179,2010,EV,MHT,NH,IAD,VA,0.0,16.0,4.0,-5.0,77.0,418.0
4812088,1999,TW,STL,MO,ORD,IL,-1.0,17.0,4.0,-1.0,49.0,258.0
620295,2006,EV,ATL,GA,BUF,NY,-2.0,17.0,3.0,-3.0,100.0,712.0
1233543,2001,NW,MDT,PA,DTW,MI,-3.0,12.0,5.0,-4.0,72.0,370.0
1614944,1998,TW,ORD,IL,STL,MO,19.0,34.0,3.0,78.0,96.0,258.0
4749188,2012,US,CLT,NC,SFO,CA,-3.0,11.0,3.0,-23.0,315.0,2296.0
709463,1995,NW,MSP,MN,DTW,MI,21.0,13.0,6.0,22.0,75.0,528.0
4533693,2007,US,PHX,AZ,CMH,OH,33.0,21.0,4.0,37.0,200.0,1671.0
3730693,2001,MQ,BOS,MA,BTV,VT,1.0,40.0,3.0,16.0,47.0,181.0
3886738,2016,UA,SJU,PR,IAD,VA,9.0,11.0,8.0,-3.0,214.0,1571.0
1110199,1997,WN,LAS,NV,AUS,TX,0.0,15.0,2.0,-6.0,127.0,1085.0
2195183,2006,WN,SAN,CA,BNA,TN,0.0,7.0,4.0,-5.0,209.0,1751.0
1307639,2008,FL,ROC,NY,BWI,MD,-1.0,12.0,10.0,1.0,50.0,277.0
262289,2007,US,MCO,FL,PHL,PA,-7.0,12.0,6.0,-11.0,123.0,861.0
4064117,2008,XE,LAX,CA,RNO,NV,-4.0,20.0,5.0,-1.0,59.0,390.0
3760959,2013,YV,PHX,AZ,TUS,AZ,-5.0,8.0,3.0,-11.0,22.0,110.0
1971987,2008,AS,SEA,WA,GEG,WA,-5.0,15.0,3.0,-8.0,37.0,224.0
1151931,2011,AS,LAS,NV,PDX,OR,-5.0,13.0,4.0,-16.0,102.0,763.0
4246898,1998,CO,IAH,TX,FLL,FL,6.0,22.0,4.0,-1.0,114.0,965.0
2924447,2009,CO,LAS,NV,CLE,OH,0.0,32.0,5.0,5.0,205.0,1825.0
3807373,2005,UA,ORD,IL,SAN,CA,10.0,15.0,4.0,42.0,268.0,1723.0
2859810,2001,WN,LAX,CA,ELP,TX,0.0,5.0,2.0,-11.0,92.0,714.0
1876856,2014,WN,MDW,IL,DEN,CO,-5.0,19.0,6.0,-3.0,132.0,895.0
4258509,2012,US,ATL,GA,CLT,NC,107.0,19.0,5.0,99.0,51.0,226.0
710888,1999,DL,ATL,GA,BOS,MA,25.0,22.0,4.0,39.0,133.0,946.0
4981484,2005,NW,DTW,MI,BOS,MA,-3.0,10.0,5.0,7.0,98.0,632.0
3556069,2014,F9,ATL,GA,DEN,CO,-2.0,22.0,7.0,7.0,176.0,1199.0
670715,2015,WN,MKE,WI,FLL,FL,12.0,10.0,4.0,-6.0,163.0,1243.0
3256162,2003,WN,SLC,UT,STL,MO,0.0,10.0,3.0,-20.0,132.0,1156.0
4027203,1996,HP,LAS,NV,MIA,FL,8.0,21.0,5.0,2.0,233.0,2175.0
1965325,1999,DL,ATL,GA,CHS,SC,-1.0,12.0,4.0,-3.0,41.0,259.0
2686744,2015,NK,DFW,TX,LAX,CA,294.0,27.0,39.0,332.0,169.0,1235.0
262863,1995,AA,BNA,TN,DFW,TX,-1.0,7.0,7.0,-11.0,98.0,631.0
4779643,2001,AA,DFW,TX,ATL,GA,-1.0,9.0,8.0,-17.0,98.0,732.0
2600539,2006,EV,ATL,GA,VPS,FL,-4.0,16.0,11.0,7.0,55.0,250.0
4297192,2010,WN,MCO,FL,ISP,NY,23.0,8.0,4.0,18.0,138.0,972.0
4346331,2015,AS,SEA,WA,SNA,CA,-4.0,21.0,6.0,-11.0,126.0,978.0
1790258,2009,AA,DFW,TX,LAS,NV,47.0,12.0,8.0,21.0,134.0,1055.0
328314,2013,US,DFW,TX,CLT,NC,-3.0,12.0,6.0,-15.0,111.0,936.0
1051649,2011,AA,ORD,IL,DFW,TX,14.0,13.0,4.0,12.0,126.0,802.0
3137506,2013,US,SJU,PR,PHL,PA,-5.0,14.0,5.0,0.0,226.0,1576.0
1416652,1996,AA,SFO,CA,JFK,NY,-1.0,19.0,7.0,-5.0,293.0,2586.0
3798318,2007,AA,ORD,IL,PHL,PA,-5.0,14.0,13.0,-6.0,87.0,678.0
3306627,2000,WN,BDL,CT,BWI,MD,0.0,11.0,2.0,-4.0,48.0,283.0
4722567,1998,AA,LAX,CA,DFW,TX,-2.0,12.0,5.0,-20.0,135.0,1235.0
253837,2008,AA,DFW,TX,HDN,CO,4.0,17.0,5.0,1.0,115.0,769.0
4159603,2013,OO,PDX,OR,SEA,WA,-6.0,12.0,8.0,8.0,44.0,129.0
983882,2014,OO,DEN,CO,SLC,UT,-4.0,15.0,11.0,-3.0,65.0,391.0
4091797,2009,MQ,SGF,MO,DFW,TX,-2.0,17.0,6.0,0.0,64.0,364.0
3809763,1997,DL,SAV,GA,ATL,GA,-1.0,10.0,7.0,10.0,46.0,215.0
4254873,2003,AA,DFW,TX,MIA,FL,-7.0,13.0,11.0,-5.0,140.0,1121.0
4840737,2014,AS,SMF,CA,SEA,WA,6.0,16.0,9.0,26.0,95.0,605.0
3757848,2008,MQ,DFW,TX,PIT,PA,5.0,21.0,6.0,-13.0,120.0,1068.0
2713361,1998,DL,PIT,PA,ATL,GA,-3.0,24.0,6.0,12.0,79.0,526.0
1251067,1997,UA,ORD,IL,ICT,KS,-4.0,10.0,3.0,-14.0,81.0,588.0
4036403,2005,CO,BOS,MA,IAH,TX,0.0,24.0,18.0,36.0,249.0,1597.0
2457747,2004,EV,DFW,TX,GPT,MS,-3.0,13.0,4.0,-15.0,64.0,500.0
1859169,2001,WN,MDW,IL,IND,IN,0.0,11.0,7.0,-5.0,27.0,162.0
1452304,2013,WN,SJC,CA,SNA,CA,-2.0,7.0,16.0,2.0,56.0,342.0
3254332,2010,MQ,CVG,KY,ORD,IL,74.0,16.0,20.0,68.0,48.0,264.0
1596342,2016,DL,SFO,CA,DTW,MI,0.0,17.0,4.0,-15.0,248.0,2079.0
4885762,2015,DL,STL,MO,DTW,MI,-6.0,13.0,7.0,-15.0,65.0,440.0
673572,2007,DL,SLC,UT,DEN,CO,2.0,21.0,8.0,1.0,67.0,390.0
3803591,1995,UA,BOI,ID,SFO,CA,0.0,9.0,6.0,-9.0,73.0,522.0
3732114,2014,MQ,LGA,NY,BNA,TN,14.0,45.0,8.0,25.0,116.0,764.0
1412719,2016,AA,PHX,AZ,LAS,NV,-6.0,26.0,7.0,7.0,49.0,255.0
3230327,2012,AS,KTN,AK,SEA,WA,-7.0,9.0,15.0,-11.0,85.0,680.0
427034,2014,WN,HOU,TX,MCI,MO,19.0,14.0,6.0,20.0,91.0,666.0
2706971,2015,EV,ORD,IL,CWA,WI,41.0,25.0,5.0,46.0,40.0,213.0
3253168,2010,MQ,JFK,NY,RDU,NC,-6.0,29.0,5.0,-2.0,80.0,426.0
4095378,1999,DL,SDF,KY,DFW,TX,3.0,15.0,5.0,-19.0,95.0,733.0
2425338,2010,HA,HNL,HI,OGG,HI,6.0,8.0,5.0,3.0,21.0,100.0
1039698,1999,CO,IAH,TX,MCO,FL,15.0,40.0,5.0,35.0,107.0,853.0
4662973,2008,UA,LAX,CA,IAD,VA,0.0,20.0,7.0,-16.0,253.0,2288.0
2869759,2015,AA,TPA,FL,MIA,FL,-3.0,8.0,17.0,-13.0,35.0,204.0
4830817,2012,WN,AUS,TX,DAL,TX,-1.0,6.0,3.0,-7.0,40.0,189.0
3603049,1997,HP,CMH,OH,TPA,FL,-2.0,18.0,3.0,3.0,115.0,829.0
428342,2005,WN,ONT,CA,PHX,AZ,0.0,8.0,9.0,-2.0,51.0,325.0
3716529,2005,WN,LBB,TX,DAL,TX,0.0,10.0,2.0,-7.0,41.0,293.0
2752209,1995,CO,IAH,TX,CLE,OH,23.0,21.0,4.0,32.0,141.0,1091.0
1393229,1996,UA,SEA,WA,DEN,CO,-1.0,14.0,6.0,-6.0,132.0,1024.0
2962689,2001,DL,MOB,AL,ATL,GA,0.0,11.0,9.0,-16.0,42.0,302.0
251793,2009,US,CLT,NC,ILM,NC,-5.0,9.0,2.0,-12.0,35.0,185.0
3206112,2000,DL,CMH,OH,ATL,GA,3.0,15.0,8.0,0.0,72.0,446.0
3829136,2007,UA,SEA,WA,SFO,CA,-2.0,13.0,6.0,-4.0,104.0,679.0
2225861,2003,CO,MEM,TN,IAH,TX,-2.0,11.0,9.0,5.0,81.0,469.0
1805900,1997,AA,ORD,IL,DCA,VA,-2.0,9.0,6.0,-12.0,85.0,612.0
1446820,2008,OO,SUN,ID,SLC,UT,-10.0,6.0,4.0,-8.0,57.0,223.0
4928249,1995,AA,RIC,VA,DFW,TX,-5.0,10.0,10.0,-20.0,148.0,1158.0
3900230,2008,CO,IAH,TX,DEN,CO,21.0,30.0,6.0,20.0,115.0,862.0
